Student ID,Gender,Age,Parent Education Level,Hours Studied Per Week,Sleep Hours Per Night,Extracurricular Activities,Math Score,Science Score,English Score,Overall GPA,Absence Rate
STU0914,Female,17,High School,22.9,4.3,3,75.2,80.9,76.0,2.87,0.22
STU0915,Female,16,Doctorate,11.2,6.0,2,47.3,33.3,45.8,1.12,0.042
STU0916,Male,15,Bachelor's Degree,43.8,7.4,4,88.5,100,81.0,3.75,0.141
STU0917,Female,15,Doctorate,24.3,9.9,4,75.3,81.9,62.0,2.92,0.041
STU0918,Male,18,Master's Degree,29.0,8.4,2,64.9,48.9,53.7,2.18,0.111
STU0919,Male,17,Master's Degree,22.2,6.0,0,49.8,40.2,48.8,1.71,0.078
STU0920,Male,16,High School,35.0,5.5,0,73.5,66.0,65.8,3.08,0.029
STU0921,Male,17,Bachelor's Degree,41.5,8.1,2,73.2,77.8,65.5,2.74,0.091
STU0922,Male,15,Bachelor's Degree,34.0,11.6,0,75.9,76.5,76.2,2.98,0.236
STU0923,Male,15,Bachelor's Degree,59.5,8.4,1,90.9,90.4,84.9,9,0.226
STU0924,Male,18,High School,10.1,6.9,2,69.6,58.8,57.8,2.39,0.101
STU0925,Male,14,Some College,10.3,8.5,3,67.6,63.2,72.1,2.51,0.026
STU0926,Male,14,High School,48.0,9.7,0,99.6,99.6,100,3.88,0.176
STU0927,Female,18,High School,25.0,9.1,0,71.2,76.7,79.5,2.9,0.008
STU0928,Female,17,Some College,37.0,4.3,2,78.4,88.2,75.2,2.98,0.123
STU0929,Female,15,Some College,44.7,5.8,2,76.3,59.7,71.2,2.83,0.098
STU0930,Male,16,Master's Degree,31.8,4.7,0,79.7,63.8,73.7,2.93,0.094
STU0931,Male,16,Master's Degree,5.0,9.5,0,54.2,48.1,52.9,1.94,0.048
STU0932,Male,15,Master's Degree,0.0,11.6,3,51.9,49.1,49.6,1.89,0.002
STU0933,Male,17,Some College,20.4,11.0,3,88.0,80.2,78.3,3.23,0.19
STU0934,Male,14,Master's Degree,3.1,8.2,4,56.4,51.8,60.2,2.44,0.245
STU0935,Female,14,Bachelor's Degree,36.8,7.3,1,78.5,69.2,63.7,2.86,0.171
STU0936,Female,15,High School,53.3,3.6,4,81.4,72.6,76.9,3.33,0.198
STU0937,Female,16,Some College,22.7,8.1,2,49.5,51.7,51.7,1.88,0.083
STU0938,Male,17,High School,1.4,7.6,0,64.3,49.5,67.7,2.44,0.03
STU0939,Male,16,Doctorate,45.0,9.1,1,69.8,83.0,74.2,3.03,0.171
STU0940,Male,14,Doctorate,26.4,10.9,0,84.5,89.9,91.5,3.61,0.135
STU0941,Female,16,Doctorate,39.5,7.6,0,67.2,73.1,72.1,2.65,0.217
STU0942,Male,16,Bachelor's Degree,25.8,9.2,1,42.7,57.1,57.1,2.05,0.151
STU0943,Male,14,Some College,41.6,3.1,3,52.2,54.8,67.7,2.31,0.209
STU0944,Male,17,High School,13.5,4.0,3,54.3,50.0,54.7,2.12,0.085
STU0945,Male,15,High School,26.4,6.6,1,57.3,57.2,58.5,2.63,0.134
STU0946,Female,18,High School,60.0,10.7,4,88.7,92.5,84.7,3.53,0.101
STU0947,Male,16,Bachelor's Degree,42.9,3.9,2,89.2,84.1,77.8,3.61,0.234
STU0948,Female,17,Bachelor's Degree,50.7,9.9,0,97.6,100,100,4.0,0.12
STU0949,Male,15,Master's Degree,27.6,10.6,3,62.1,64.2,65.8,2.37,0.102
STU0950,Female,15,Some College,34.0,11.3,3,70.5,85.9,70.8,2.7,0.039
STU0951,Female,17,Doctorate,12.4,11.8,4,53.7,49.5,49.5,1.85,0.085
STU0952,Male,18,Master's Degree,17.8,4.2,4,51.7,55.8,69.0,2.41,0.05
STU0953,Female,17,High School,29.8,7.3,4,72.6,74.2,68.8,2.72,0.245
STU0954,Female,16,Doctorate,28.8,7.5,0,70.6,71.0,76.3,2.91,0.102
STU0955,Male,14,Some College,44.1,12.0,0,77.6,94.4,75.9,3.1,0.107
STU0956,Female,15,Some College,44.7,10.8,2,68.0,64.7,78.7,2.77,0.073
STU0957,Male,14,Some College,49.6,10.9,4,77.1,73.0,86.2,2.87,0.074
STU0958,Female,15,Bachelor's Degree,52.0,11.3,2,97.6,100,100,3.84,0.222
STU0959,Male,17,Some College,20.0,4.7,1,58.3,58.7,71.0,2.56,0.23
STU0960,Male,15,Master's Degree,19.8,7.0,2,75.4,78.3,82.7,3.31,0.166
STU0961,Female,14,Doctorate,23.1,5.4,3,52.0,54.0,54.8,2.31,0.065
STU0962,Female,15,Master's Degree,49.5,9.6,4,91.5,82.5,87.6,3.48,0.143
STU0963,Female,18,High School,37.9,7.1,4,59.5,57.6,57.0,2.04,0.234
STU0964,Female,17,Doctorate,57.4,5.1,3,97.2,100,93.2,3.79,0.079
STU0965,Female,17,High School,2.9,3.3,3,tbd,55.3,57.3,2.33,0.246
STU0966,Female,16,Bachelor's Degree,43.8,3.3,3,76.2,78.2,80.0,3.15,0.237
STU0967,Female,18,Doctorate,13.1,9.3,2,60.6,70.9,56.2,2.51,0.216
STU0968,Female,17,High School,55.9,10.9,2,93.1,93.2,75.3,3.46,0.179
STU0969,Female,16,Doctorate,26.7,3.3,0,66.8,43.6,56.4,2.2,0.237
STU0970,Male,16,Doctorate,54.6,5.5,3,77.6,80.4,81.4,2.99,0.034
STU0971,Female,18,Some College,50.6,3.3,3,,70.9,89.8,3.3,0.217
STU0972,Female,15,Bachelor's Degree,14.8,3.8,0,67.0,62.1,71.8,2.6,0.188
STU0973,Male,17,Some College,21.0,6.8,3,71.8,68.3,84.8,3.1,0.22
STU0974,Female,16,Bachelor's Degree,14.6,9.0,2,78.0,51.5,65.5,2.56,0.15
STU0975,Male,15,Bachelor's Degree,1.3,8.7,2,62.6,,65.7,2.35,0.245
STU0976,Male,18,Master's Degree,25.2,7.5,4,55.9,52.1,47.8,9,0.056
STU0977,Male,14,Master's Degree,27.9,6.5,3,64.5,62.6,55.0,1.74,0.217
STU0978,Female,18,Doctorate,53.0,10.4,4,75.9,76.0,90.7,3.45,0.06
STU0979,Female,18,Bachelor's Degree,15.6,6.5,3,48.8,44.7,47.1,1.9,0.012
STU0980,Male,18,High School,31.8,11.9,2,84.4,86.0,91.5,3.3,0.027
STU0981,Female,15,Some College,5.7,5.3,1,50.8,43.3,42.6,1.65,0.035
STU0982,Female,14,Bachelor's Degree,58.9,5.3,3,90.3,90.6,98.5,3.9,0.179
STU0983,Male,17,High School,10.8,10.4,4,60.8,69.3,63.7,2.53,0.028
STU0984,Female,18,Doctorate,4.2,5.4,1,62.6,57.2,61.6,2.05,0.081
STU0985,Female,17,Master's Degree,49.9,8.9,3,100,90.5,98.0,3.9,0.153
STU0986,Male,17,Bachelor's Degree,36.7,7.4,4,67.5,74.1,83.1,2.86,0.2
STU0987,Female,15,Some College,6.3,6.9,0,47.4,42.9,53.3,9,0.181
STU0988,Female,16,Doctorate,51.9,6.3,2,86.2,97.0,85.1,3.51,0.115
STU0989,Female,18,Some College,55.1,4.9,2,96.6,96.1,96.8,3.7,0.065
STU0990,Male,17,Some College,21.5,4.9,1,54.6,60.5,49.9,2.33,0.057
STU0991,Male,15,Doctorate,11.8,8.9,3,49.0,49.5,50.5,1.85,0.205
STU0992,Female,14,Some College,52.4,8.7,3,89.3,88.8,86.5,3.57,0.206
STU0993,Female,14,Bachelor's Degree,58.8,10.4,0,88.7,81.2,84.4,3.64,0.063
STU0994,Male,17,Doctorate,49.5,6.9,2,99.3,78.6,93.1,3.34,0.056
STU0995,Male,14,Bachelor's Degree,13.8,7.5,0,55.8,45.5,46.8,1.71,0.182
STU0996,Female,16,Bachelor's Degree,38.7,6.2,4,74.3,75.2,66.0,2.89,0.21
STU0997,Male,17,Doctorate,11.8,3.9,0,54.0,56.6,59.9,2.19,0.063
STU0998,Female,18,High School,51.3,8.0,2,81.3,87.4,83.4,3.21,0.19
STU0999,Female,15,Doctorate,12.0,3.1,4,49.3,51.6,48.0,1.82,0.013
STU1000,Female,15,Master's Degree,16.1,3.7,4,43.7,60.3,47.2,1.87,0.066
