Student ID,Gender,Age,Parent Education Level,Hours Studied Per Week,Sleep Hours Per Night,Extracurricular Activities,Math Score,Science Score,English Score,Overall GPA,Absence Rate,Technology Access,Study Group Participation
1921,Female,17,Some College,10.1,7.2,9.4,84,89,79,3.4,2.7,Yes,No
1922,Female,16,High School,7.7,6.9,11.5,78,55,75,2.8,5.5,Yes,No
1923,Male,17,High School,9.4,,2.3,72,88,76,3.1,6.2,Yes,Yes
1924,Female,18,Bachelor's,11.3,7.6,9.2,74,74,98,3.3,1.7,Yes,Yes
1925,Male,16,High School,11.7,8.1,10.5,83,93,71,3.3,1.9,Yes,No
1926,Male,15,Bachelor's,9.5,6.4,10.7,100,78,78,3.4,3.1,Yes,Yes
1927,Female,15,Bachelor's,3.6,7.3,5.0,58,70,79,2.8,2.0,No,No
1928,Male,17,Bachelor's,10.4,6.5,8.3,70,99,66,3.1,1.4,Yes,Yes
1929,Male,16,Bachelor's,9.4,6.5,6.4,84,92,82,3.4,5.6,Yes,No
1930,Male,17,Some College,12.7,5.8,6.0,88,85,88,3.5,2.6,Yes,No
1931,Male,15,High School,,7.4,8.3,73,66,67,2.7,2.1,Yes,No
1932,Female,16,Some College,4.4,6.9,8.0,86,62,86,3.1,2.4,Yes,Yes
1933,Female,16,High School,7.1,,7.4,66,61,77,2.7,2.9,Yes,Yes
1934,Male,17,Graduate,11.9,7.3,2.9,99,100,84,3.8,0.3,Yes,Yes
1935,Female,16,High School,5.6,6.9,2.6,92,79,60,3.1,4.3,Yes,No
1936,Female,17,Bachelor's,8.6,7.2,1.3,90,83,79,3.4,1.2,Yes,Yes
1937,Male,16,Some College,9.4,,5.1,59,96,72,3.0,6.3,Yes,Yes
1938,Male,15,High School,9.1,6.4,7.0,70,78,84,3.1,2.4,Yes,No
1939,Female,16,Graduate,8.1,7.3,8.8,88,82,91,3.5,3.2,Yes,No
1940,Female,15,Graduate,14.9,5.1,2.6,89,100,97,3.8,3.6,Yes,Yes
1941,Female,15,Some College,9.3,6.8,4.5,98,98,95,3.9,2.4,Yes,Yes
1942,Male,18,High School,7.3,6.1,6.2,72,83,70,3.0,1.1,No,Yes
1943,Male,17,Bachelor's,11.5,7.2,6.0,93,100,100,3.9,0.8,No,No
1944,Male,16,Bachelor's,10.0,5.3,3.1,91,55,87,3.1,0.6,Yes,No
1945,Male,16,High School,9.0,6.6,2.6,80,52,57,2.5,5.1,No,No
1946,Female,15,Bachelor's,4.5,4.5,9.1,74,80,72,3.0,2.2,Yes,No
1947,Female,16,High School,7.5,6.9,7.5,97,70,94,3.5,3.7,No,Yes
1948,Female,18,Some College,10.0,8.5,5.5,62,69,67,2.6,5.7,No,Yes
1949,Female,18,Bachelor's,2.7,7.9,1.4,75,59,58,2.6,6.0,Yes,No
1950,Female,15,Bachelor's,9.5,7.1,5.4,91,63,68,3.0,6.6,Yes,Yes
1951,Female,15,Bachelor's,11.3,6.8,3.5,93,77,81,3.3,1.6,Yes,Yes
1952,Male,17,High School,11.8,7.7,6.8,59,49,73,2.4,9.1,Yes,Yes
1953,Male,16,Some College,3.7,5.6,7.9,56,62,63,2.4,0.4,Yes,No
1954,Female,16,Graduate,15.0,8.5,3.7,95,91,100,3.8,0.7,Yes,Yes
1955,Male,17,Bachelor's,9.0,5.8,9.2,71,92,83,3.3,6.5,No,No
1956,Female,18,Some College,16.8,7.2,10.0,88,88,84,3.5,1.0,Yes,Yes
1957,Male,16,High School,11.2,6.5,7.6,73,89,99,3.5,8.3,Yes,No
1958,Male,16,High School,16.7,5.7,9.7,74,83,97,3.4,12.1,Yes,Yes
1959,Male,17,Some College,14.0,5.8,8.2,94,86,86,3.5,1.0,Yes,Yes
1960,Female,15,Bachelor's,12.2,7.7,3.8,92,75,91,3.4,4.1,Yes,No
1961,Male,16,Bachelor's,7.7,6.7,9.8,72,76,73,2.9,3.4,No,Yes
1962,Female,16,Some College,12.9,7.0,4.4,75,82,99,3.4,3.5,Yes,No
1963,Male,17,High School,9.0,6.8,5.6,55,68,83,2.7,5.6,No,No
1964,Female,16,Some College,10.0,6.5,10.5,83,94,100,3.7,0.5,Yes,Yes
1965,Female,17,Some College,12.0,7.4,10.0,100,100,85,3.8,1.1,Yes,Yes
1966,Female,16,Some College,10.7,7.8,5.2,83,83,99,3.5,1.7,Yes,No
1967,Female,16,Bachelor's,12.5,8.4,4.6,100,90,84,3.7,2.7,Yes,Yes
1968,Male,15,Bachelor's,3.8,7.0,9.8,75,94,71,3.2,0.9,Yes,Yes
1969,Male,16,Graduate,9.4,6.7,6.4,56,88,96,3.2,9.2,No,Yes
1970,Male,17,High School,13.4,6.0,11.1,67,76,64,2.8,2.9,Yes,No
1971,Female,17,Bachelor's,8.2,7.4,3.6,54,91,79,3.0,6.7,Yes,No
1972,Male,17,Some College,12.0,8.0,1.3,92,85,90,3.6,0.8,Yes,No
1973,Female,15,Some College,8.3,7.7,7.0,87,65,96,3.3,3.0,Yes,No
1974,Female,17,Bachelor's,10.4,7.5,6.5,87,71,79,3.2,9.1,No,Yes
1975,Male,16,High School,11.2,7.3,7.2,90,62,73,3.0,2.9,Yes,Yes
1976,Female,17,Bachelor's,,8.7,6.6,78,77,79,3.1,2.8,Yes,Yes
1977,Female,18,Some College,13.0,8.8,2.4,100,94,56,3.3,3.8,Yes,Yes
1978,Female,17,Bachelor's,6.3,8.3,11.1,100,76,86,3.5,2.2,Yes,No
1979,Male,16,Some College,13.9,6.8,7.2,89,76,90,3.4,4.3,Yes,Yes
1980,Female,15,Graduate,8.0,9.2,3.4,74,77,78,3.1,2.4,Yes,No
1981,Female,16,Bachelor's,9.2,7.0,3.9,75,74,96,3.3,2.8,Yes,No
1982,Female,17,Some College,10.4,5.3,5.5,54,78,68,2.7,2.8,Yes,No
1983,Male,18,Bachelor's,9.2,6.5,8.9,91,77,75,3.2,1.3,Yes,No
1984,Male,17,High School,8.6,7.0,7.4,80,75,90,3.3,3.2,Yes,Yes
1985,Male,16,High School,8.4,7.4,4.3,75,68,68,2.8,1.2,Yes,No
1986,Male,16,Bachelor's,14.8,8.7,8.1,100,100,82,3.8,3.8,Yes,Yes
1987,Male,17,Bachelor's,10.7,7.0,0.8,96,100,78,3.7,1.1,Yes,Yes
1988,Female,17,Some College,12.2,6.8,5.9,74,97,89,3.5,3.7,Yes,Yes
1989,Female,18,Bachelor's,12.3,8.3,7.4,73,88,89,3.3,11.3,Yes,Yes
1990,Female,17,Bachelor's,11.9,8.4,5.4,73,94,70,3.2,1.9,Yes,No
1991,Female,18,Some College,16.0,6.9,4.6,96,95,95,3.8,1.8,Yes,No
1992,Female,17,Some College,8.1,6.7,5.7,88,64,90,3.2,1.9,Yes,No
1993,Male,16,High School,11.9,6.2,5.0,86,64,76,3.0,7.5,Yes,Yes
1994,Female,17,Some College,9.1,6.1,3.9,74,76,79,3.1,4.4,Yes,Yes
1995,Female,17,Bachelor's,10.6,9.0,5.9,87,64,88,3.2,8.0,No,Yes
1996,Female,15,Bachelor's,11.2,8.4,8.7,89,100,93,3.8,4.1,Yes,No
1997,Male,17,Bachelor's,7.7,6.6,11.3,99,90,72,3.5,2.5,Yes,Yes
1998,Male,17,Some College,9.2,7.8,9.0,75,90,69,3.1,9.8,Yes,Yes
1999,Male,18,Some College,8.9,6.2,5.3,89,73,73,3.1,1.8,Yes,Yes
2000,Female,16,High School,11.6,7.3,8.0,77,81,39,2.6,4.0,Yes,No
